                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 4.9398,                  5.574,                 4.3368,                      0,                      0,                      0,                      0,                 4.5747,                 5.5755,                 4.1591,                      0,                      0,                      0
